light_source,measurement,z,z_rel,diameter
red-He-Ne,pinhole-200mum,61,23,743.6
red-He-Ne,pinhole-200mum,62,24,743.6
red-He-Ne,pinhole-200mum,63,25,754.0
red-He-Ne,pinhole-200mum,64,26,774.8000000000001
red-He-Ne,pinhole-200mum,65,27,780.0
red-He-Ne,pinhole-200mum,66,28,790.4
red-He-Ne,pinhole-200mum,67,29,795.6
red-He-Ne,pinhole-200mum,68,30,816.4
red-He-Ne,pinhole-200mum,69,31,811.2
red-He-Ne,pinhole-200mum,70,32,852.8000000000001
red-He-Ne,pinhole-200mum,71,33,858.0
red-He-Ne,pinhole-200mum,72,34,878.8000000000001
red-He-Ne,pinhole-200mum,73,35,884.0
red-He-Ne,pinhole-200mum,74,36,894.4
red-He-Ne,pinhole-200mum,75,37,889.2
red-He-Ne,pinhole-200mum,76,38,910.0
red-He-Ne,pinhole-200mum,77,39,920.4
red-He-Ne,pinhole-200mum,78,40,925.6
red-He-Ne,pinhole-200mum,79,41,920.4
red-He-Ne,pinhole-200mum,80,42,941.2
red-He-Ne,pinhole-200mum,81,43,936.0
red-He-Ne,pinhole-200mum,82,44,951.6
red-He-Ne,pinhole-200mum,83,45,941.2
red-He-Ne,pinhole-200mum,84,46,972.4
red-He-Ne,pinhole-200mum,85,47,988.0
red-He-Ne,pinhole-200mum,86,48,1029.6000000000001
red-He-Ne,pinhole-200mum,87,49,1014.0
red-He-Ne,pinhole-200mum,88,50,1019.2
red-He-Ne,pinhole-200mum,89,51,1034.8
red-He-Ne,pinhole-200mum,90,52,1071.2
red-He-Ne,pinhole-200mum,91,53,1071.2
red-He-Ne,pinhole-200mum,92,54,1066.0
red-He-Ne,pinhole-200mum,93,55,1076.4
red-He-Ne,pinhole-200mum,94,56,1086.8
red-He-Ne,pinhole-200mum,95,57,1097.2
red-He-Ne,pinhole-200mum,96,58,1097.2
red-He-Ne,pinhole-200mum,97,59,1149.2
red-He-Ne,pinhole-200mum,98,60,1133.6000000000001
red-He-Ne,pinhole-200mum,99,61,1133.6000000000001
